iter	Passed	Remaining
149	3471	19669
150	3494	19649
151	3517	19622
152	3541	19604
153	3563	19575
154	3585	19545
155	3608	19523
156	3631	19497
157	3653	19469
158	3676	19445
159	3699	19421
160	3721	19393
161	3743	19366
162	3767	19343
163	3790	19320
164	3812	19293
165	3835	19271
166	3858	19244
167	3879	19215
168	3904	19196
169	3927	19176
170	3949	19148
171	3973	19127
172	3995	19100
173	4018	19075
174	4040	19047
175	4063	19024
176	4085	18997
177	4109	18977
178	4131	18950
179	4155	18930
180	4177	18904
181	4200	18877
182	4222	18849
183	4245	18826
184	4267	18800
185	4290	18776
186	4313	18753
187	4336	18728
188	4359	18704
189	4381	18677
190	4403	18653
191	4426	18628
192	4449	18604
193	4473	18584
194	4495	18559
195	4519	18538
196	4542	18514
197	4564	18486
198	4585	18458
199	4608	18435
200	4633	18417
201	4655	18392
202	4677	18365
203	4701	18344
204	4725	18325
205	4749	18305
206	4771	18279
207	4794	18257
208	4817	18231
209	4840	18207
210	4863	18185
211	4886	18161
212	4909	18138
213	4931	18111
214	4953	18087
215	4977	18067
216	5000	18044
217	5022	18017
218	5045	17994
219	5068	17969
220	5090	17942
221	5114	17924
222	5136	17896
223	5159	17873
224	5181	17848
225	5204	17824
226	5227	17801
227	5250	17776
228	5273	17754
229	5294	17726
230	5317	17702
231	5340	17677
232	5363	17657
233	5386	17634
234	5410	17613
235	5432	17585
236	5455	17562
237	5477	17536
238	5500	17513
239	5522	17488
240	5544	17462
241	5566	17436
242	5590	17415
243	5614	17394
244	5637	17372
245	5660	17350
246	5683	17326
247	5705	17300
248	5728	17278
249	5754	17262
250	5779	17245
251	5803	17225
252	5827	17207
253	5851	17186
254	5876	17169
255	5903	17157
256	5928	17139
257	5953	17121
258	5977	17100
259	6000	17078
260	6025	17061
261	6050	17041
262	6075	17026
263	6099	17004
264	6122	16982
265	6147	16963
266	6170	16939
267	6194	16919
268	6218	16898
269	6243	16879
270	6266	16856
271	6289	16834
272	6315	16817
273	6340	16799
274	6365	16782
275	6389	16759
276	6413	16740
277	6438	16721
278	6462	16701
279	6488	16684
280	6514	16667
281	6538	16648
282	6563	16629
283	6587	16607
284	6611	16586
285	6635	16564
286	6659	16544
287	6685	16527
288	6710	16509
289	6736	16492
290	6759	16468
291	6783	16447
292	6808	16428
293	6831	16405
294	6856	16385
295	6879	16361
296	6904	16343
297	6929	16324
298	6953	16302
299	6976	16278
300	7000	16257
301	7024	16236
302	7049	16215
303	7074	16196
304	7097	16173
305	7122	16154
306	7147	16134
307	7170	16110
308	7193	16086
309	7217	16064
310	7241	16043
311	7266	16023
312	7289	15998
313	7314	15979
314	7338	15958
315	7361	15935
316	7386	15915
317	7410	15894
318	7437	15878
319	7462	15858
320	7487	15837
321	7512	15818
322	7536	15796
323	7560	15775
324	7585	15754
325	7612	15737
326	7636	15717
327	7660	15694
328	7685	15674
329	7710	15653
330	7734	15631
331	7759	15612
332	7784	15591
333	7808	15569
334	7832	15548
335	7857	15528
336	7882	15507
337	7906	15485
338	7929	15461
339	7955	15442
340	7979	15421
341	8004	15401
342	8028	15377
343	8052	15356
344	8077	15336
345	8102	15315
346	8128	15295
347	8153	15275
348	8179	15257
349	8203	15234
350	8227	15213
351	8250	15187
352	8273	15164
353	8297	15142
354	8323	15122
355	8345	15097
356	8369	15075
357	8395	15054
358	8420	15034
359	8444	15011
360	8469	14992
361	8494	14970
362	8519	14950
363	8543	14928
364	8567	14904
365	8591	14882
366	8615	14860
367	8641	14840
368	8668	14823
369	8693	14801
370	8716	14778
371	8742	14759
372	8767	14737
373	8791	14715
374	8816	14693
375	8841	14672
376	8865	14650
377	8890	14629
378	8915	14607
379	8940	14586
380	8963	14562
381	8987	14540
382	9011	14517
383	9036	14496
384	9060	14472
385	9084	14449
386	9108	14427
387	9134	14407
388	9158	14384
389	9184	14365
390	9210	14345
391	9236	14325
392	9261	14305
393	9286	14283
394	9311	14261
395	9336	14240
396	9361	14219
397	9386	14198
398	9413	14178
399	9438	14157
400	9463	14135
401	9488	14114
402	9512	14092
403	9537	14070
404	9563	14049
405	9590	14030
406	9614	14008
407	9638	13985
408	9664	13965
409	9690	13945
410	9716	13924
411	9741	13902
412	9766	13881
413	9792	13861
414	9817	13838
415	9841	13815
416	9867	13795
417	9894	13776
418	9918	13753
419	9943	13731
420	9967	13708
421	9993	13688
422	10020	13668
423	10046	13648
424	10073	13629
425	10101	13610
426	10128	13591
427	10155	13572
428	10181	13551
429	10207	13530
430	10232	13509
431	10259	13488
432	10285	13468
433	10311	13447
434	10337	13427
435	10363	13406
436	10389	13385
437	10416	13364
438	10443	13345
439	10469	13325
440	10496	13304
441	10524	13286
442	10552	13268
443	10580	13249
444	10609	13231
445	10636	13211
446	10663	13191
447	10690	13172
448	10718	13153
449	10748	13137
450	10775	13116
451	10803	13097
452	10831	13078
453	10857	13057
454	10882	13035
455	10908	13014
456	10935	12993
457	10961	12972
458	10987	12950
459	11015	12931
460	11040	12908
461	11064	12884
462	11088	12861
463	11113	12838
464	11138	12815
465	11163	12792
466	11190	12771
467	11215	12749
468	11240	12726
469	11265	12703
470	11290	12680
471	11313	12655
472	11334	12628
473	11357	12603
474	11378	12576
475	11401	12551
476	11425	12527
477	11447	12501
478	11470	12476
479	11492	12449
480	11514	12424
481	11536	12398
482	11559	12373
483	11580	12346
484	11604	12322
485	11627	12297
486	11650	12272
487	11671	12245
488	11694	12220
489	11716	12194
490	11739	12169
491	11762	12144
492	11784	12119
493	11808	12095
494	11831	12070
495	11854	12045
496	11879	12022
497	11901	11997
498	11923	11971
499	11945	11945
500	11968	11920
501	11991	11896
502	12015	11871
503	12037	11846
504	12059	11820
505	12083	11796
506	12106	11772
507	12128	11746
508	12151	11721
509	12174	11697
510	12197	11672
511	12219	11646
512	12242	11621
513	12263	11595
514	12286	11571
515	12309	11545
516	12331	11520
517	12355	11496
518	12376	11470
519	12398	11444
520	12420	11419
521	12444	11395
522	12468	11372
523	12490	11346
524	12513	11321
525	12535	11295
526	12557	11270
527	12580	11246
528	12603	11221
529	12625	11196
530	12648	11171
531	12670	11146
532	12693	11121
533	12718	11098
534	12741	11074
535	12762	11048
536	12785	11023
537	12808	10999
538	12831	10974
539	12852	10948
540	12874	10923
541	12897	10898
542	12919	10873
543	12943	10849
544	12966	10825
545	12990	10801
546	13012	10776
547	13035	10751
548	13057	10726
549	13079	10701
550	13103	10677
551	13125	10652
552	13149	10628
553	13171	10604
554	13195	10580
555	13219	10556
556	13243	10533
557	13267	10509
558	13289	10483
559	13310	10458
560	13333	10434
561	13355	10408
562	13377	10383
563	13399	10358
564	13419	10332
565	13442	10307
566	13466	10283
567	13488	10259
568	13510	10234
569	13534	10210
570	13557	10185
571	13580	10161
572	13603	10137
573	13624	10111
574	13647	10087
575	13670	10062
576	13692	10038
577	13714	10013
578	13736	9988
579	13759	9963
580	13782	9939
581	13805	9915
582	13826	9889
583	13847	9864
584	13870	9839
585	13892	9814
586	13914	9789
587	13935	9764
588	13959	9740
589	13981	9716
590	14004	9691
591	14027	9667
592	14048	9642
593	14069	9616
594	14090	9591
595	14112	9566
596	14135	9542
597	14158	9517
598	14180	9492
599	14203	9468
600	14225	9444
601	14250	9421
602	14273	9397
603	14294	9372
604	14316	9347
605	14340	9323
606	14364	9300
607	14386	9275
608	14408	9250
609	14431	9226
610	14454	9202
611	14477	9178
612	14499	9153
613	14521	9129
614	14542	9104
615	14566	9080
616	14589	9056
617	14610	9031
618	14632	9006
619	14655	8982
620	14678	8958
621	14700	8933
622	14726	8911
623	14750	8888
624	14772	8863
625	14795	8839
626	14818	8815
627	14839	8790
628	14863	8766
629	14885	8742
630	14906	8717
631	14928	8692
632	14952	8669
633	14975	8644
634	14998	8621
635	15021	8596
636	15043	8572
637	15066	8548
638	15088	8524
639	15111	8500
640	15134	8476
641	15157	8452
642	15180	8428
643	15204	8404
644	15225	8379
645	15248	8355
646	15269	8330
647	15290	8305
648	15314	8282
649	15336	8257
650	15358	8233
651	15380	8209
652	15405	8186
653	15426	8161
654	15449	8137
655	15472	8113
656	15493	8088
657	15516	8064
658	15537	8039
659	15560	8015
660	15583	7991
661	15606	7968
662	15627	7943
663	15650	7919
664	15672	7894
665	15696	7871
666	15718	7847
667	15740	7823
668	15764	7799
669	15786	7775
670	15808	7750
671	15829	7726
672	15851	7701
673	15874	7678
674	15896	7654
675	15919	7630
676	15941	7605
677	15965	7582
678	15986	7557
679	16008	7533
680	16031	7509
681	16052	7484
682	16074	7460
683	16097	7436
684	16122	7413
685	16144	7389
686	16166	7365
687	16190	7342
688	16213	7318
689	16238	7295
690	16261	7271
691	16283	7247
692	16305	7223
693	16327	7199
694	16350	7175
695	16371	7150
696	16392	7126
697	16416	7102
698	16438	7078
699	16461	7055
700	16484	7031
701	16507	7007
702	16529	6983
703	16551	6959
704	16574	6935
705	16599	6912
706	16621	6888
707	16642	6864
708	16665	6840
709	16687	6816
710	16711	6792
711	16736	6769
712	16759	6745
713	16782	6722
714	16805	6698
715	16829	6675
716	16852	6651
717	16875	6627
718	16898	6604
719	16922	6581
720	16945	6557
721	16968	6533
722	16991	6509
723	17013	6485
724	17035	6461
725	17057	6437
726	17081	6414
727	17103	6390
728	17126	6366
729	17149	6342
730	17171	6318
731	17195	6295
732	17218	6271
733	17241	6248
734	17262	6224
735	17285	6200
736	17309	6176
737	17332	6153
738	17355	6129
739	17377	6105
740	17399	6081
741	17424	6058
742	17446	6034
743	17469	6011
744	17493	5987
745	17516	5964
746	17539	5940
747	17561	5916
748	17583	5892
749	17606	5868
750	17628	5844
751	17649	5820
752	17672	5797
753	17694	5772
754	17718	5749
755	17740	5725
756	17764	5702
757	17787	5678
758	17810	5655
759	17833	5631
760	17856	5608
761	17879	5584
762	17902	5560
763	17926	5537
764	17948	5513
765	17970	5489
766	17992	5465
767	18015	5442
768	18037	5418
769	18059	5394
770	18080	5370
771	18103	5346
772	18126	5323
773	18149	5299
774	18172	5275
775	18196	5252
776	18218	5228
777	18240	5204
778	18264	5181
779	18287	5157
780	18309	5134
781	18331	5110
782	18353	5086
783	18378	5063
784	18401	5039
785	18423	5016
786	18446	4992
787	18469	4968
788	18492	4945
789	18514	4921
790	18538	4898
791	18560	4874
792	18583	4850
793	18606	4827
794	18629	4803
795	18651	4779
796	18673	4756
797	18695	4732
798	18720	4709
799	18745	4686
800	18766	4662
801	18788	4638
802	18810	4614
803	18833	4591
804	18855	4567
805	18875	4543
806	18898	4519
807	18921	4496
808	18943	4472
809	18966	4449
810	18989	4425
811	19011	4401
812	19033	4378
813	19057	4354
814	19078	4330
815	19101	4307
816	19123	4283
817	19145	4259
818	19168	4236
819	19191	4212
820	19214	4189
821	19235	4165
822	19257	4141
823	19280	4118
824	19303	4094
825	19327	4071
826	19350	4047
827	19371	4024
828	19396	4000
829	19420	3977
830	19444	3954
831	19467	3930
832	19487	3906
833	19509	3883
834	19532	3859
835	19554	3836
836	19577	3812
837	19601	3789
838	19624	3765
839	19648	3742
840	19673	3719
841	19697	3696
842	19724	3673
843	19746	3649
844	19770	3626
845	19795	3603
846	19818	3579
847	19840	3556
848	19864	3532
849	19888	3509
850	19911	3486
851	19935	3462
852	19959	3439
853	19983	3416
854	20007	3393
855	20030	3369
856	20055	3346
857	20079	3323
858	20101	3299
859	20125	3276
860	20149	3253
861	20174	3229
862	20196	3206
863	20219	3182
864	20242	3159
865	20267	3136
866	20291	3112
867	20314	3089
868	20337	3065
869	20359	3042
870	20381	3018
871	20404	2995
872	20426	2971
873	20449	2948
874	20471	2924
875	20493	2900
876	20519	2877
877	20543	2854
878	20568	2831
879	20592	2808
880	20616	2784
881	20640	2761
882	20664	2738
883	20687	2714
884	20712	2691
885	20735	2668
886	20759	2644
887	20781	2621
888	20804	2597
889	20826	2574
890	20851	2550
891	20875	2527
892	20898	2504
893	20920	2480
894	20944	2457
895	20969	2433
896	20991	2410
897	21014	2386
898	21037	2363
899	21059	2339
900	21080	2316
901	21104	2292
902	21126	2269
903	21148	2245
904	21172	2222
905	21194	2198
906	21216	2175
907	21240	2152
908	21262	2128
909	21285	2105
910	21308	2081
911	21330	2058
912	21352	2034
913	21375	2011
914	21398	1987
915	21418	1964
916	21440	1940
917	21462	1917
918	21485	1893
919	21509	1870
920	21531	1846
921	21554	1823
922	21577	1800
923	21599	1776
924	21624	1753
925	21649	1730
926	21672	1706
927	21698	1683
928	21723	1660
929	21749	1637
930	21775	1613
931	21799	1590
932	21823	1567
933	21846	1543
934	21871	1520
935	21896	1497
936	21920	1473
937	21942	1450
938	21966	1427
939	21992	1403
940	22016	1380
941	22039	1357
942	22063	1333
943	22086	1310
944	22110	1286
945	22135	1263
946	22158	1240
947	22181	1216
948	22205	1193
949	22230	1170
950	22254	1146
951	22280	1123
952	22304	1100
953	22328	1076
954	22351	1053
955	22375	1029
956	22399	1006
957	22423	983
958	22446	959
959	22471	936
960	22495	912
961	22519	889
962	22542	866
963	22567	842
964	22592	819
965	22617	796
966	22640	772
967	22665	749
968	22689	725
969	22717	702
970	22742	679
971	22766	655
972	22789	632
973	22813	608
974	22836	585
975	22860	562
976	22884	538
977	22909	515
978	22933	491
979	22958	468
980	22982	445
981	23006	421
982	23030	398
983	23055	374
984	23078	351
985	23102	328
986	23126	304
987	23150	281
988	23174	257
989	23198	234
990	23222	210
991	23247	187
992	23272	164
993	23296	140
994	23319	117
995	23343	93
996	23368	70
997	23392	46
998	23416	23
999	23441	0
